anio,mes,id_vu,razon_social,rut,nombre_establecimiento,rubro,id_rubro,ciiu4,id_ciiu4,ciiu6,id_ciiu6,region,provincia,comuna,id_comuna,latitud,longitud,rol_establecimiento,id_declaracion,tipo_movimiento,toneladas,tratamiento_n1_id,tratamiento_n1,tratamiento_n2_id,tratamiento_n2,tratamiento_n3_id,tratamiento_n3,ler_codigo,ler_nombre,ler_capitulo_num,ler_capitulo,ler_subcapitulo_num,ler_subcapitulo,trazabilidad_id_vu,trazabilidad_nombre_establecimiento,trazabilidad_razon_social,trazabilidad_comuna,trazabilidad_region,trazabilidad_pais,fuente_archivo,es_declaracion_excluida_original
2024,3,4587419,SURALIS S.A.,96579800-5,"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, LA UNIÓN-RIO BUENO","Captación, tratamiento y distribución de agua",13,"Captación, tratamiento y distribución de agua",E3600,"Captación, tratamiento y distribución de agua",E360000,Los Ríos,Ranco,Río Bueno,14204,-40.326247745172,-73.052810875957,Generador Industrial,725974,2,11.3688,1.0,Eliminación,3.0,Disposición final,14.0,Monorelleno,19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa,19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",8,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,5462276.0,ECOPRIAL,ASESORIAS LOS OLIVOS S.A.,Osorno,Los Lagos,Chile,gi-sinader-2024-ckan.xlsx,False
2024,6,4587419,SURALIS S.A.,96579800-5,"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, LA UNIÓN-RIO BUENO","Captación, tratamiento y distribución de agua",13,"Captación, tratamiento y distribución de agua",E3600,"Captación, tratamiento y distribución de agua",E360000,Los Ríos,Ranco,Río Bueno,14204,-40.326247745172,-73.052810875957,Generador Industrial,758231,2,6.083,1.0,Eliminación,3.0,Disposición final,14.0,Monorelleno,19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa,19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",8,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,5462276.0,ECOPRIAL,ASESORIAS LOS OLIVOS S.A.,Osorno,Los Lagos,Chile,gi-sinader-2024-ckan.xlsx,False
2024,7,4587419,SURALIS S.A.,96579800-5,"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, LA UNIÓN-RIO BUENO","Captación, tratamiento y distribución de agua",13,"Captación, tratamiento y distribución de agua",E3600,"Captación, tratamiento y distribución de agua",E360000,Los Ríos,Ranco,Río Bueno,14204,-40.326247745172,-73.052810875957,Generador Industrial,759928,2,25.36,1.0,Eliminación,3.0,Disposición final,14.0,Monorelleno,19 08 01 | Residuos de cribado,19 08 01 | Residuos de cribado,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",8,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,5462276.0,ECOPRIAL,ASESORIAS LOS OLIVOS S.A.,Osorno,Los Lagos,Chile,gi-sinader-2024-ckan.xlsx,False
2024,7,4587419,SURALIS S.A.,96579800-5,"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, LA UNIÓN-RIO BUENO","Captación, tratamiento y distribución de agua",13,"Captación, tratamiento y distribución de agua",E3600,"Captación, tratamiento y distribución de agua",E360000,Los Ríos,Ranco,Río Bueno,14204,-40.326247745172,-73.052810875957,Generador Industrial,759928,2,15.216,1.0,Eliminación,3.0,Disposición final,14.0,Monorelleno,19 08 02 | Residuos de desarenado,19 08 02 | Residuos de desarenado,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",8,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,5462276.0,ECOPRIAL,ASESORIAS LOS OLIVOS S.A.,Osorno,Los Lagos,Chile,gi-sinader-2024-ckan.xlsx,False
2024,7,4587419,SURALIS S.A.,96579800-5,"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, LA UNIÓN-RIO BUENO","Captación, tratamiento y distribución de agua",13,"Captación, tratamiento y distribución de agua",E3600,"Captación, tratamiento y distribución de agua",E360000,Los Ríos,Ranco,Río Bueno,14204,-40.326247745172,-73.052810875957,Generador Industrial,759928,2,10.144,1.0,Eliminación,3.0,Disposición final,14.0,Monorelleno,19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa,19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",8,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,5462276.0,ECOPRIAL,ASESORIAS LOS OLIVOS S.A.,Osorno,Los Lagos,Chile,gi-sinader-2024-ckan.xlsx,False
2024,7,4587419,SURALIS S.A.,96579800-5,"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, LA UNIÓN-RIO BUENO","Captación, tratamiento y distribución de agua",13,"Captación, tratamiento y distribución de agua",E3600,"Captación, tratamiento y distribución de agua",E360000,Los Ríos,Ranco,Río Bueno,14204,-40.326247745172,-73.052810875957,Generador Industrial,759928,2,3.33,1.0,Eliminación,3.0,Disposición final,12.0,Vertedero,19 08 99 | Residuos no especificados en otra categoría,19 08 99 | Residuos no especificados en otra categoría,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",8,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,59355.0,EL EMPALME,REXIN SPA,Maullín,Los Lagos,Chile,gi-sinader-2024-ckan.xlsx,False
2024,8,4587419,SURALIS S.A.,96579800-5,"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, LA UNIÓN-RIO BUENO","Captación, tratamiento y distribución de agua",13,"Captación, tratamiento y distribución de agua",E3600,"Captación, tratamiento y distribución de agua",E360000,Los Ríos,Ranco,Río Bueno,14204,-40.326247745172,-73.052810875957,Generador Industrial,772392,2,24.52,1.0,Eliminación,3.0,Disposición final,14.0,Monorelleno,19 08 01 | Residuos de cribado,19 08 01 | Residuos de cribado,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",8,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,5462276.0,ECOPRIAL,ASESORIAS LOS OLIVOS S.A.,Osorno,Los Lagos,Chile,gi-sinader-2024-ckan.xlsx,False
2024,8,4587419,SURALIS S.A.,96579800-5,"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, LA UNIÓN-RIO BUENO","Captación, tratamiento y distribución de agua",13,"Captación, tratamiento y distribución de agua",E3600,"Captación, tratamiento y distribución de agua",E360000,Los Ríos,Ranco,Río Bueno,14204,-40.326247745172,-73.052810875957,Generador Industrial,772392,2,14.712,1.0,Eliminación,3.0,Disposición final,14.0,Monorelleno,19 08 02 | Residuos de desarenado,19 08 02 | Residuos de desarenado,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",8,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,5462276.0,ECOPRIAL,ASESORIAS LOS OLIVOS S.A.,Osorno,Los Lagos,Chile,gi-sinader-2024-ckan.xlsx,False
2024,8,4587419,SURALIS S.A.,96579800-5,"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, LA UNIÓN-RIO BUENO","Captación, tratamiento y distribución de agua",13,"Captación, tratamiento y distribución de agua",E3600,"Captación, tratamiento y distribución de agua",E360000,Los Ríos,Ranco,Río Bueno,14204,-40.326247745172,-73.052810875957,Generador Industrial,772392,2,9.808,1.0,Eliminación,3.0,Disposición final,14.0,Monorelleno,19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa,19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",8,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,5462276.0,ECOPRIAL,ASESORIAS LOS OLIVOS S.A.,Osorno,Los Lagos,Chile,gi-sinader-2024-ckan.xlsx,False
2024,9,4587419,SURALIS S.A.,96579800-5,"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, LA UNIÓN-RIO BUENO","Captación, tratamiento y distribución de agua",13,"Captación, tratamiento y distribución de agua",E3600,"Captación, tratamiento y distribución de agua",E360000,Los Ríos,Ranco,Río Bueno,14204,-40.326247745172,-73.052810875957,Generador Industrial,794717,2,21.26,1.0,Eliminación,3.0,Disposición final,14.0,Monorelleno,19 08 01 | Residuos de cribado,19 08 01 | Residuos de cribado,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",8,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,5462276.0,ECOPRIAL,ASESORIAS LOS OLIVOS S.A.,Osorno,Los Lagos,Chile,gi-sinader-2024-ckan.xlsx,False
2024,9,4587419,SURALIS S.A.,96579800-5,"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, LA UNIÓN-RIO BUENO","Captación, tratamiento y distribución de agua",13,"Captación, tratamiento y distribución de agua",E3600,"Captación, tratamiento y distribución de agua",E360000,Los Ríos,Ranco,Río Bueno,14204,-40.326247745172,-73.052810875957,Generador Industrial,794717,2,12.756,1.0,Eliminación,3.0,Disposición final,14.0,Monorelleno,19 08 02 | Residuos de desarenado,19 08 02 | Residuos de desarenado,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",8,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,5462276.0,ECOPRIAL,ASESORIAS LOS OLIVOS S.A.,Osorno,Los Lagos,Chile,gi-sinader-2024-ckan.xlsx,False
2024,9,4587419,SURALIS S.A.,96579800-5,"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, LA UNIÓN-RIO BUENO","Captación, tratamiento y distribución de agua",13,"Captación, tratamiento y distribución de agua",E3600,"Captación, tratamiento y distribución de agua",E360000,Los Ríos,Ranco,Río Bueno,14204,-40.326247745172,-73.052810875957,Generador Industrial,794717,2,8.504,1.0,Eliminación,3.0,Disposición final,14.0,Monorelleno,19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa,19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",8,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,5462276.0,ECOPRIAL,ASESORIAS LOS OLIVOS S.A.,Osorno,Los Lagos,Chile,gi-sinader-2024-ckan.xlsx,False
2024,9,4587419,SURALIS S.A.,96579800-5,"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, LA UNIÓN-RIO BUENO","Captación, tratamiento y distribución de agua",13,"Captación, tratamiento y distribución de agua",E3600,"Captación, tratamiento y distribución de agua",E360000,Los Ríos,Ranco,Río Bueno,14204,-40.326247745172,-73.052810875957,Generador Industrial,794717,2,2.785,1.0,Eliminación,3.0,Disposición final,12.0,Vertedero,19 08 99 | Residuos no especificados en otra categoría,19 08 99 | Residuos no especificados en otra categoría,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",8,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,59355.0,EL EMPALME,REXIN SPA,Maullín,Los Lagos,Chile,gi-sinader-2024-ckan.xlsx,False
2024,10,4587419,SURALIS S.A.,96579800-5,"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, LA UNIÓN-RIO BUENO","Captación, tratamiento y distribución de agua",13,"Captación, tratamiento y distribución de agua",E3600,"Captación, tratamiento y distribución de agua",E360000,Los Ríos,Ranco,Río Bueno,14204,-40.326247745172,-73.052810875957,Generador Industrial,794721,2,29.175,1.0,Eliminación,3.0,Disposición final,14.0,Monorelleno,19 08 01 | Residuos de cribado,19 08 01 | Residuos de cribado,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",8,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,5462276.0,ECOPRIAL,ASESORIAS LOS OLIVOS S.A.,Osorno,Los Lagos,Chile,gi-sinader-2024-ckan.xlsx,False
2024,10,4587419,SURALIS S.A.,96579800-5,"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, LA UNIÓN-RIO BUENO","Captación, tratamiento y distribución de agua",13,"Captación, tratamiento y distribución de agua",E3600,"Captación, tratamiento y distribución de agua",E360000,Los Ríos,Ranco,Río Bueno,14204,-40.326247745172,-73.052810875957,Generador Industrial,794721,2,17.505,1.0,Eliminación,3.0,Disposición final,14.0,Monorelleno,19 08 02 | Residuos de desarenado,19 08 02 | Residuos de desarenado,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",8,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,5462276.0,ECOPRIAL,ASESORIAS LOS OLIVOS S.A.,Osorno,Los Lagos,Chile,gi-sinader-2024-ckan.xlsx,False
2024,10,4587419,SURALIS S.A.,96579800-5,"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, LA UNIÓN-RIO BUENO","Captación, tratamiento y distribución de agua",13,"Captación, tratamiento y distribución de agua",E3600,"Captación, tratamiento y distribución de agua",E360000,Los Ríos,Ranco,Río Bueno,14204,-40.326247745172,-73.052810875957,Generador Industrial,794721,2,11.67,1.0,Eliminación,3.0,Disposición final,14.0,Monorelleno,19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa,19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",8,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,5462276.0,ECOPRIAL,ASESORIAS LOS OLIVOS S.A.,Osorno,Los Lagos,Chile,gi-sinader-2024-ckan.xlsx,False
2024,10,4587419,SURALIS S.A.,96579800-5,"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, LA UNIÓN-RIO BUENO","Captación, tratamiento y distribución de agua",13,"Captación, tratamiento y distribución de agua",E3600,"Captación, tratamiento y distribución de agua",E360000,Los Ríos,Ranco,Río Bueno,14204,-40.326247745172,-73.052810875957,Generador Industrial,794721,2,4.08,1.0,Eliminación,3.0,Disposición final,12.0,Vertedero,19 08 99 | Residuos no especificados en otra categoría,19 08 99 | Residuos no especificados en otra categoría,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",8,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,59355.0,EL EMPALME,REXIN SPA,Maullín,Los Lagos,Chile,gi-sinader-2024-ckan.xlsx,False
