anio,mes,id_vu,razon_social,rut,nombre_establecimiento,rubro,id_rubro,ciiu4,id_ciiu4,ciiu6,id_ciiu6,region,provincia,comuna,id_comuna,latitud,longitud,rol_establecimiento,id_declaracion,tipo_movimiento,toneladas,tratamiento_n1_id,tratamiento_n1,tratamiento_n2_id,tratamiento_n2,tratamiento_n3_id,tratamiento_n3,ler_codigo,ler_nombre,ler_capitulo_num,ler_capitulo,ler_subcapitulo_num,ler_subcapitulo,trazabilidad_id_vu,trazabilidad_nombre_establecimiento,trazabilidad_razon_social,trazabilidad_comuna,trazabilidad_region,trazabilidad_pais,fuente_archivo,es_declaracion_excluida_original
2023,0,309222,CINTAC S.A.I.C.,96705210-8,CINTAC S.A.I.C.,Otras industrias manufactureras,,Fabricación de productos metálicos para uso estructural,C2511,Fabricación de productos metálicos para uso estructural,C251100,Metropolitana de Santiago,Santiago,Maipú,13119,-33.51103859,-70.72509197,Generador Industrial,,,20.72,2,Valorización,,,,,17 04 12 | Hierro y acero galvanizados,17 04 12 | Hierro y acero galvanizados,,17 | Residuos de la construcción y demolición,,04 | Metales (incluidas sus aleaciones),4989.0,PLANTA COLINA,ACEROS AZA S.A.,Colina,Metropolitana de Santiago,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,5491887,INMOBILIARIA SOCOVESA SANTIAGO S A,96757030-3,ALKURA V,Construcción,,Construcción de edificios para uso residencial y no residencial,F4100,Construcción de edificios para uso residencial,F410010,Metropolitana de Santiago,Chacabuco,Colina,13301,-33.2614319,-70.6355573,Generador Industrial,,,4.64,2,Valorización,8.0,Reciclaje,27.0,Compostaje,17 02 01 | Madera libre de impregnación o pinturas,17 02 01 | Madera libre de impregnación o pinturas,,17 | Residuos de la construcción y demolición,,"02 | Madera, vidrio y plástico",5453558.0,RECICLAJES INDUSTRIALES SA,RECICLAJES INDUSTRIALES S A,Pudahuel,Metropolitana de Santiago,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,2198,B BOSCH SA,84716400-K,B BOSCH SA,Otras industrias manufactureras,,Tratamiento y revestimiento de metales; maquinado,C2592,Tratamiento y revestimiento de metales; maquinado,C259200,Metropolitana de Santiago,Santiago,Quilicura,13125,-33.36562312,-70.69485279,Generador Industrial,,,142.175,2,Valorización,8.0,Reciclaje,20.0,Reciclaje de metales,11 05 02 | Cenizas de zinc,11 05 02 | Cenizas de zinc,,11 | Residuos del tratamiento químico de superficie y del recubrimiento de metales y otros materiales; residuos de la hidrometalurgia no férrea,,05 | Residuos de procesos de galvanización en caliente,,,,,,,gi-sinader-2023-ckan.xlsx,False
2023,0,2198,B BOSCH SA,84716400-K,B BOSCH SA,Otras industrias manufactureras,,Tratamiento y revestimiento de metales; maquinado,C2592,Tratamiento y revestimiento de metales; maquinado,C259200,Metropolitana de Santiago,Santiago,Quilicura,13125,-33.36562312,-70.69485279,Generador Industrial,,,148.235,2,Valorización,8.0,Reciclaje,20.0,Reciclaje de metales,11 05 01 | Matas de galvanización,11 05 01 | Matas de galvanización,,11 | Residuos del tratamiento químico de superficie y del recubrimiento de metales y otros materiales; residuos de la hidrometalurgia no férrea,,05 | Residuos de procesos de galvanización en caliente,,,,,,,gi-sinader-2023-ckan.xlsx,False
2023,0,5402844,MINERA SPENCE S.A.,86542100-1,MINERA SPENCE S.A.,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,Antofagasta,Sierra Gorda,2103,-22.86114412,-69.29568255,Generador Industrial,,,510.6,5,Recepción y Almacenamiento,35.0,Pretratamiento (I.R.A.R.),45.0,Pretratamiento de plásticos ,17 02 01 | Madera libre de impregnación o pinturas,17 02 01 | Madera libre de impregnación o pinturas,,17 | Residuos de la construcción y demolición,,"02 | Madera, vidrio y plástico",5485497.0,CLIM - SL,SERVILINARES SPA,Antofagasta,Antofagasta,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,5402844,MINERA SPENCE S.A.,86542100-1,MINERA SPENCE S.A.,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,Antofagasta,Sierra Gorda,2103,-22.86114412,-69.29568255,Generador Industrial,,,613.72,2,Valorización,8.0,Reciclaje,20.0,Reciclaje de metales,17 04 05 | Hierro y acero no galvanizados,17 04 05 | Hierro y acero no galvanizados,,17 | Residuos de la construcción y demolición,,04 | Metales (incluidas sus aleaciones),5476358.0,RERCHAR LTDA,EMPRESA DE SERVICIOS INTEGRALES E Y J LIMITADA,Calama,Antofagasta,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,5463141,SALMONES BLUMAR S.A.,76653690-5,104040 - Caicura,Pesca y acuicultura,,Acuicultura marina,A0321,Cultivo y crianza de peces marinos,A032110,Los Lagos,Palena,Hualaihué,10403,-41.73768015,-72.69516345,Generador Industrial,,,1.956,2,Valorización,8.0,Reciclaje,18.0,Reciclaje de plásticos,15 01 02 | Envases de plástico,15 01 02 | Envases de plástico,,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),5491704.0,Remap,REMAP SPA,Puerto Varas,Los Lagos,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,5452027,PISICULTURA PUERTO OCTAY S A,96640500-7,AGUAS BUENAS,Pesca y acuicultura,,Acuicultura de agua dulce,A0322,Acuicultura de agua dulce,A032200,Los Lagos,Osorno,Puerto Octay,10302,-40.9727514,-72.58846261,Generador Industrial,,,7.0,1,Eliminación,3.0,Disposición final,14.0,Monorelleno,02 01 01 | Lodos de lavado y limpieza,02 01 01 | Lodos de lavado y limpieza,,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",5462276.0,ECOPRIAL,ASESORIAS LOS OLIVOS S.A.,Osorno,Los Lagos,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,5474310,AQUACHILE MAGALLANES SPA,78754560-2,BRAZO DE GUARDRAMIRO (120142),Pesca y acuicultura,,Acuicultura marina,A0321,Cultivo y crianza de peces marinos,A032110,Magallanes y de la Antártica Chilena,Última Esperanza,Natales,12401,-52.17765486,-73.07812138,Generador Industrial,,,3.6253,2,Valorización,8.0,Reciclaje,18.0,Reciclaje de plásticos,17 02 10 | Plástico HDPE (polietileno de alta densidad),17 02 10 | Plástico HDPE (polietileno de alta densidad),,17 | Residuos de la construcción y demolición,,"02 | Madera, vidrio y plástico",5462309.0,PROCESADORA DE PLASTICOS PUELCHE LTDA,PROCESADORA DE PLASTICOS PUELCHE SPA,Puerto Montt,Los Lagos,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,633,CIA SIDERURGICA HUACHIPATO S.A.,94637000-2,COMPAÑÍA SIDERÚRGICA HUACHIPATO,Otras industrias manufactureras,,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Biobío,Concepción,Talcahuano,8110,-36.75168609,-73.12542139,Generador Industrial,,,36774.471,2,Valorización,7.0,Preparación para reutilización,,,10 02 99 | Residuos no especificados en otra categoría,10 02 99 | Residuos no especificados en otra categoría,,10 | Residuos de procesos térmicos,,02 | Residuos de la industria del hierro y del acero,633.0,COMPAÑÍA SIDERÚRGICA HUACHIPATO,CIA SIDERURGICA HUACHIPATO S.A.,Talcahuano,Biobío,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,5469986,MOWI CHILE S.A.,96633780-K,ALAO SUR,Pesca y acuicultura,,Acuicultura marina,A0321,Cultivo y crianza de peces marinos,A032110,Los Lagos,Chiloé,Quinchao,10210,-42.60534753,-73.32413051,Generador Industrial,,,130.6,2,Valorización,,,,,02 01 02 | Residuos de tejidos de animales,02 01 02 | Residuos de tejidos de animales,,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",669.0,PESQUERA LANDES ISLA ROCUANT,SOCIEDAD PESQUERA LANDES SOCIEDAD ANONIMA,Talcahuano,Biobío,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,633,CIA SIDERURGICA HUACHIPATO S.A.,94637000-2,COMPAÑÍA SIDERÚRGICA HUACHIPATO,Otras industrias manufactureras,,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Biobío,Concepción,Talcahuano,8110,-36.75168609,-73.12542139,Generador Industrial,,,105764.0,2,Valorización,7.0,Preparación para reutilización,,,10 02 02 | Escorias no tratadas,10 02 02 | Escorias no tratadas,,10 | Residuos de procesos térmicos,,02 | Residuos de la industria del hierro y del acero,633.0,COMPAÑÍA SIDERÚRGICA HUACHIPATO,CIA SIDERURGICA HUACHIPATO S.A.,Talcahuano,Biobío,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,5459088,TRUSAL S A,96566740-7,BODEGA OPERACIONES,Pesca y acuicultura,,Acuicultura marina,A0321,Servicios relacionados con la acuicultura marina,A032140,Los Lagos,Llanquihue,Puerto Montt,10101,-41.49598535,-73.04155842,Generador Industrial,,,249.988,1,Eliminación,3.0,Disposición final,12.0,Vertedero,20 03 99 | Residuos municipales no especificados en otra categoría,20 03 99 | Residuos municipales no especificados en otra categoría,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,03 | Otros residuos municipales,59355.0,EL EMPALME,REXIN SPA,Maullín,Los Lagos,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,633,CIA SIDERURGICA HUACHIPATO S.A.,94637000-2,COMPAÑÍA SIDERÚRGICA HUACHIPATO,Otras industrias manufactureras,,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Biobío,Concepción,Talcahuano,8110,-36.75168609,-73.12542139,Generador Industrial,,,108230.37,2,Valorización,8.0,Reciclaje,23.0,Co-procesamiento,10 02 02 | Escorias no tratadas,10 02 02 | Escorias no tratadas,,10 | Residuos de procesos térmicos,,02 | Residuos de la industria del hierro y del acero,887401.0,Planta Cemento Talcahuano,BIO BIO CEMENTOS S.A.,Talcahuano,Biobío,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,5486175,EMPRESA CONSTRUCTORA GUZMAN Y LARRAIN SPA,88201900-4,Gustavo Le Paige,Construcción,,Construcción de edificios para uso residencial y no residencial,F4100,Construcción de edificios para uso residencial,F410010,Antofagasta,El Loa,Calama,2201,-22.4637774,-68.9002684,Generador Industrial,,,1.29,1,Eliminación,3.0,Disposición final,33.0,Depósito de Seguridad,17 04 05 | Hierro y acero no galvanizados,17 04 05 | Hierro y acero no galvanizados,,17 | Residuos de la construcción y demolición,,04 | Metales (incluidas sus aleaciones),359114.0,PLANTA SÉCHÉ CHILE,SOLUCIONES AMBIENTALES DEL NORTE SA,Sierra Gorda,Antofagasta,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,5443074,SISTEMA DE TRANSMISION DEL SUR S.A.,77683400-9,BODEGA RESIDUOS PELIGROSOS BARRO BLANCO,Otras actividades,,"Generación, transmisión y distribución de energía eléctrica",D3510,Transmisión de energía eléctrica,D351020,Los Lagos,Osorno,Osorno,10301,-40.57950409,-73.0888199,Generador Industrial,,,0.203,2,Valorización,7.0,Preparación para reutilización,122.0,Preparación para la reutilización,17 02 01 | Madera libre de impregnación o pinturas,17 02 01 | Madera libre de impregnación o pinturas,,17 | Residuos de la construcción y demolición,,"02 | Madera, vidrio y plástico",,ALBERTO PASCUAL JARAMILLO VERGARA,ALBERTO PASCUAL JARAMILLO VERGARA,Castro,Los Lagos,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,5443074,SISTEMA DE TRANSMISION DEL SUR S.A.,77683400-9,BODEGA RESIDUOS PELIGROSOS BARRO BLANCO,Otras actividades,,"Generación, transmisión y distribución de energía eléctrica",D3510,Transmisión de energía eléctrica,D351020,Los Lagos,Osorno,Osorno,10301,-40.57950409,-73.0888199,Generador Industrial,,,0.203,2,Valorización,7.0,Preparación para reutilización,122.0,Preparación para la reutilización,17 02 01 | Madera libre de impregnación o pinturas,17 02 01 | Madera libre de impregnación o pinturas,,17 | Residuos de la construcción y demolición,,"02 | Madera, vidrio y plástico",,LUIS PATRICIO FLORES BUSTAMANTE,LUIS PATRICIO FLORES BUSTAMANTE,Castro,Los Lagos,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,5443074,SISTEMA DE TRANSMISION DEL SUR S.A.,77683400-9,BODEGA RESIDUOS PELIGROSOS BARRO BLANCO,Otras actividades,,"Generación, transmisión y distribución de energía eléctrica",D3510,Transmisión de energía eléctrica,D351020,Los Lagos,Osorno,Osorno,10301,-40.57950409,-73.0888199,Generador Industrial,,,0.255,2,Valorización,8.0,Reciclaje,20.0,Reciclaje de metales,17 04 07 | Metales mezclados,17 04 07 | Metales mezclados,,17 | Residuos de la construcción y demolición,,04 | Metales (incluidas sus aleaciones),5476918.0,LOS FRESNOS,INMOBILIARIA E INVERSIONES DOS M LIMITADA,Colina,Metropolitana de Santiago,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,5443074,SISTEMA DE TRANSMISION DEL SUR S.A.,77683400-9,BODEGA RESIDUOS PELIGROSOS BARRO BLANCO,Otras actividades,,"Generación, transmisión y distribución de energía eléctrica",D3510,Transmisión de energía eléctrica,D351020,Los Lagos,Osorno,Osorno,10301,-40.57950409,-73.0888199,Generador Industrial,,,0.27,2,Valorización,7.0,Preparación para reutilización,122.0,Preparación para la reutilización,17 02 01 | Madera libre de impregnación o pinturas,17 02 01 | Madera libre de impregnación o pinturas,,17 | Residuos de la construcción y demolición,,"02 | Madera, vidrio y plástico",,ANA MARIA BALLESTEROS BARRIENTOS,ANA MARIA BALLESTEROS BARRIENTOS,Castro,Los Lagos,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,5443074,SISTEMA DE TRANSMISION DEL SUR S.A.,77683400-9,BODEGA RESIDUOS PELIGROSOS BARRO BLANCO,Otras actividades,,"Generación, transmisión y distribución de energía eléctrica",D3510,Transmisión de energía eléctrica,D351020,Los Lagos,Osorno,Osorno,10301,-40.57950409,-73.0888199,Generador Industrial,,,0.648,2,Valorización,7.0,Preparación para reutilización,,,17 02 01 | Madera libre de impregnación o pinturas,17 02 01 | Madera libre de impregnación o pinturas,,17 | Residuos de la construcción y demolición,,"02 | Madera, vidrio y plástico",,Destinatario Final,MARIO SEGUNDO CASTILLO TORRES,Puerto Montt,Los Lagos,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,5443074,SISTEMA DE TRANSMISION DEL SUR S.A.,77683400-9,BODEGA RESIDUOS PELIGROSOS BARRO BLANCO,Otras actividades,,"Generación, transmisión y distribución de energía eléctrica",D3510,Transmisión de energía eléctrica,D351020,Los Lagos,Osorno,Osorno,10301,-40.57950409,-73.0888199,Generador Industrial,,,0.675,2,Valorización,7.0,Preparación para reutilización,122.0,Preparación para la reutilización,17 02 01 | Madera libre de impregnación o pinturas,17 02 01 | Madera libre de impregnación o pinturas,,17 | Residuos de la construcción y demolición,,"02 | Madera, vidrio y plástico",,PABLO ENRIQUE MILLAN PEREZ,PABLO ENRIQUE MILLAN PEREZ,Castro,Los Lagos,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,5485110,FUCHS GELLONA Y SILVA SPA,96675100-2,HERNAN CORTES,Construcción,,Construcción de edificios para uso residencial y no residencial,F4100,Construcción de edificios para uso residencial,F410010,Metropolitana de Santiago,Santiago,Ñuñoa,13120,-33.4486199,-70.605888,Generador Industrial,,,7.685,2,Valorización,8.0,Reciclaje,20.0,Reciclaje de metales,17 02 01 | Madera libre de impregnación o pinturas,17 02 01 | Madera libre de impregnación o pinturas,,17 | Residuos de la construcción y demolición,,"02 | Madera, vidrio y plástico",5461587.0,TIRSA LONGITUDINAL SUR KM 63 SN MOSTAZAL,TIRSA S A,Mostazal,Libertador Gral. Bernardo O'Higgins,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,5443074,SISTEMA DE TRANSMISION DEL SUR S.A.,77683400-9,BODEGA RESIDUOS PELIGROSOS BARRO BLANCO,Otras actividades,,"Generación, transmisión y distribución de energía eléctrica",D3510,Transmisión de energía eléctrica,D351020,Los Lagos,Osorno,Osorno,10301,-40.57950409,-73.0888199,Generador Industrial,,,2.55,2,Valorización,7.0,Preparación para reutilización,122.0,Preparación para la reutilización,17 01 01 | Hormigón,17 01 01 | Hormigón,,17 | Residuos de la construcción y demolición,,"01 | Hormigón, ladrillos, tejas y materiales cerámicos",,JUAN LUIS GALLARDO HUENTEN,JUAN LUIS GALLARDO HUENTEN,Castro,Los Lagos,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,5443074,SISTEMA DE TRANSMISION DEL SUR S.A.,77683400-9,BODEGA RESIDUOS PELIGROSOS BARRO BLANCO,Otras actividades,,"Generación, transmisión y distribución de energía eléctrica",D3510,Transmisión de energía eléctrica,D351020,Los Lagos,Osorno,Osorno,10301,-40.57950409,-73.0888199,Generador Industrial,,,2.816,2,Valorización,8.0,Reciclaje,20.0,Reciclaje de metales,17 04 05 | Hierro y acero no galvanizados,17 04 05 | Hierro y acero no galvanizados,,17 | Residuos de la construcción y demolición,,04 | Metales (incluidas sus aleaciones),5476918.0,LOS FRESNOS,INMOBILIARIA E INVERSIONES DOS M LIMITADA,Colina,Metropolitana de Santiago,Chile,gi-sinader-2023-ckan.xlsx,False
2023,0,5443074,SISTEMA DE TRANSMISION DEL SUR S.A.,77683400-9,BODEGA RESIDUOS PELIGROSOS BARRO BLANCO,Otras actividades,,"Generación, transmisión y distribución de energía eléctrica",D3510,Transmisión de energía eléctrica,D351020,Los Lagos,Osorno,Osorno,10301,-40.57950409,-73.0888199,Generador Industrial,,,3.1,2,Valorización,7.0,Preparación para reutilización,122.0,Preparación para la reutilización,17 04 12 | Hierro y acero galvanizados,17 04 12 | Hierro y acero galvanizados,,17 | Residuos de la construcción y demolición,,04 | Metales (incluidas sus aleaciones),,LUIS ALBERTO HERNANDEZ BURGOS,LUIS ALBERTO HERNANDEZ BURGOS,La Unión,Los Ríos,Chile,gi-sinader-2023-ckan.xlsx,False
