anio,mes,id_vu,razon_social,rut,nombre_establecimiento,rubro,id_rubro,ciiu4,id_ciiu4,ciiu6,id_ciiu6,region,provincia,comuna,id_comuna,latitud,longitud,rol_establecimiento,id_declaracion,tipo_movimiento,toneladas,tratamiento_n1_id,tratamiento_n1,tratamiento_n2_id,tratamiento_n2,tratamiento_n3_id,tratamiento_n3,ler_codigo,ler_nombre,ler_capitulo_num,ler_capitulo,ler_subcapitulo_num,ler_subcapitulo,trazabilidad_id_vu,trazabilidad_nombre_establecimiento,trazabilidad_razon_social,trazabilidad_comuna,trazabilidad_region,trazabilidad_pais,fuente_archivo,es_declaracion_excluida_original
2024,7,5480752,EMPRESA CONSTRUCTORA MOLLER Y PEREZ COTAPOS S A,92770000-K,HOSPITAL HIGUERAS TERCERA ETAPA Y FINAL,Construcción,16,Construcción de edificios para uso residencial y no residencial,F4100,Construcción de edificios para uso no residencial,F410020,Metropolitana de Santiago,Concepción,Talcahuano,8110,-36.7406,-73.1089,Generador Industrial,752878,2,0.89,1.0,Eliminación,48.0,Pretratamiento,56.0,Residuos municipales asimilables a domiciliarios,"17 01 07 | Mezclas de hormigón, ladrillos, tejas y materiales cerámicos, distintas de las especificadas en el código 17 01 06","17 01 07 | Mezclas de hormigón, ladrillos, tejas y materiales cerámicos, distintas de las especificadas en el código 17 01 06",17,17 | Residuos de la construcción y demolición,1,"01 | Hormigón, ladrillos, tejas y materiales cerámicos",5482328.0,Estación de transferencia,HIDRONOR CHILE S.A,Talcahuano,Biobío,Chile,gi-sinader-2024-ckan.xlsx,False
2024,2,5480774,PUERTO OXXEAN CHACABUCO S.A.,76908980-2,Puerto Oxxean Chacabuco,Otras actividades,20,Transporte de carga marítimo y de cabotaje,H5012,Transporte de carga marítimo y de cabotaje,H501200,Aysén del Gral. Carlos Ibañez del Campo,Aysén,Aysén,11201,-45.464444,-72.822437,Generador Industrial,676004,2,5.2,2.0,Valorización,8.0,Reciclaje,,,20 03 99 | Residuos municipales no especificados en otra categoría,20 03 99 | Residuos municipales no especificados en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,Destinatario Final,CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.,Aysén,Aysén del Gral. Carlos Ibañez del Campo,Chile,gi-sinader-2024-ckan.xlsx,False
2024,2,5480774,PUERTO OXXEAN CHACABUCO S.A.,76908980-2,Puerto Oxxean Chacabuco,Otras actividades,20,Transporte de carga marítimo y de cabotaje,H5012,Transporte de carga marítimo y de cabotaje,H501200,Aysén del Gral. Carlos Ibañez del Campo,Aysén,Aysén,11201,-45.464444,-72.822437,Generador Industrial,676004,2,16.8,1.0,Eliminación,3.0,Disposición final,12.0,Vertedero,20 03 99 | Residuos municipales no especificados en otra categoría,20 03 99 | Residuos municipales no especificados en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,5465986.0,SERVICIOS BAHAMONDE,SERVICIOS INDUSTRIALES BAHAMONDE LIMITADA,Aysén,Aysén del Gral. Carlos Ibañez del Campo,Chile,gi-sinader-2024-ckan.xlsx,False
2024,3,5480774,PUERTO OXXEAN CHACABUCO S.A.,76908980-2,Puerto Oxxean Chacabuco,Otras actividades,20,Transporte de carga marítimo y de cabotaje,H5012,Transporte de carga marítimo y de cabotaje,H501200,Aysén del Gral. Carlos Ibañez del Campo,Aysén,Aysén,11201,-45.464444,-72.822437,Generador Industrial,701964,2,7.8,2.0,Valorización,8.0,Reciclaje,,,20 03 99 | Residuos municipales no especificados en otra categoría,20 03 99 | Residuos municipales no especificados en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,Destinatario Final,CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.,Aysén,Aysén del Gral. Carlos Ibañez del Campo,Chile,gi-sinader-2024-ckan.xlsx,False
2024,3,5480774,PUERTO OXXEAN CHACABUCO S.A.,76908980-2,Puerto Oxxean Chacabuco,Otras actividades,20,Transporte de carga marítimo y de cabotaje,H5012,Transporte de carga marítimo y de cabotaje,H501200,Aysén del Gral. Carlos Ibañez del Campo,Aysén,Aysén,11201,-45.464444,-72.822437,Generador Industrial,701964,2,25.2,1.0,Eliminación,3.0,Disposición final,12.0,Vertedero,20 03 99 | Residuos municipales no especificados en otra categoría,20 03 99 | Residuos municipales no especificados en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,5465986.0,SERVICIOS BAHAMONDE,SERVICIOS INDUSTRIALES BAHAMONDE LIMITADA,Aysén,Aysén del Gral. Carlos Ibañez del Campo,Chile,gi-sinader-2024-ckan.xlsx,False
2024,4,5480774,PUERTO OXXEAN CHACABUCO S.A.,76908980-2,Puerto Oxxean Chacabuco,Otras actividades,20,Transporte de carga marítimo y de cabotaje,H5012,Transporte de carga marítimo y de cabotaje,H501200,Aysén del Gral. Carlos Ibañez del Campo,Aysén,Aysén,11201,-45.464444,-72.822437,Generador Industrial,720591,2,5.2,2.0,Valorización,8.0,Reciclaje,,,20 03 99 | Residuos municipales no especificados en otra categoría,20 03 99 | Residuos municipales no especificados en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,Destinatario Final,CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.,Aysén,Aysén del Gral. Carlos Ibañez del Campo,Chile,gi-sinader-2024-ckan.xlsx,False
2024,4,5480774,PUERTO OXXEAN CHACABUCO S.A.,76908980-2,Puerto Oxxean Chacabuco,Otras actividades,20,Transporte de carga marítimo y de cabotaje,H5012,Transporte de carga marítimo y de cabotaje,H501200,Aysén del Gral. Carlos Ibañez del Campo,Aysén,Aysén,11201,-45.464444,-72.822437,Generador Industrial,720591,2,16.8,1.0,Eliminación,3.0,Disposición final,12.0,Vertedero,20 03 99 | Residuos municipales no especificados en otra categoría,20 03 99 | Residuos municipales no especificados en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,5465986.0,SERVICIOS BAHAMONDE,SERVICIOS INDUSTRIALES BAHAMONDE LIMITADA,Aysén,Aysén del Gral. Carlos Ibañez del Campo,Chile,gi-sinader-2024-ckan.xlsx,False
2024,5,5480774,PUERTO OXXEAN CHACABUCO S.A.,76908980-2,Puerto Oxxean Chacabuco,Otras actividades,20,Transporte de carga marítimo y de cabotaje,H5012,Transporte de carga marítimo y de cabotaje,H501200,Aysén del Gral. Carlos Ibañez del Campo,Aysén,Aysén,11201,-45.464444,-72.822437,Generador Industrial,731755,2,5.2,2.0,Valorización,8.0,Reciclaje,,,20 03 99 | Residuos municipales no especificados en otra categoría,20 03 99 | Residuos municipales no especificados en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,Destinatario Final,CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.,Aysén,Aysén del Gral. Carlos Ibañez del Campo,Chile,gi-sinader-2024-ckan.xlsx,False
2024,5,5480774,PUERTO OXXEAN CHACABUCO S.A.,76908980-2,Puerto Oxxean Chacabuco,Otras actividades,20,Transporte de carga marítimo y de cabotaje,H5012,Transporte de carga marítimo y de cabotaje,H501200,Aysén del Gral. Carlos Ibañez del Campo,Aysén,Aysén,11201,-45.464444,-72.822437,Generador Industrial,731755,2,16.8,1.0,Eliminación,3.0,Disposición final,12.0,Vertedero,20 03 99 | Residuos municipales no especificados en otra categoría,20 03 99 | Residuos municipales no especificados en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,5465986.0,SERVICIOS BAHAMONDE,SERVICIOS INDUSTRIALES BAHAMONDE LIMITADA,Aysén,Aysén del Gral. Carlos Ibañez del Campo,Chile,gi-sinader-2024-ckan.xlsx,False
2024,6,5480774,PUERTO OXXEAN CHACABUCO S.A.,76908980-2,Puerto Oxxean Chacabuco,Otras actividades,20,Transporte de carga marítimo y de cabotaje,H5012,Transporte de carga marítimo y de cabotaje,H501200,Aysén del Gral. Carlos Ibañez del Campo,Aysén,Aysén,11201,-45.464444,-72.822437,Generador Industrial,738491,2,3.9,2.0,Valorización,8.0,Reciclaje,,,20 03 99 | Residuos municipales no especificados en otra categoría,20 03 99 | Residuos municipales no especificados en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,Destinatario Final,CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.,Aysén,Aysén del Gral. Carlos Ibañez del Campo,Chile,gi-sinader-2024-ckan.xlsx,False
2024,6,5480774,PUERTO OXXEAN CHACABUCO S.A.,76908980-2,Puerto Oxxean Chacabuco,Otras actividades,20,Transporte de carga marítimo y de cabotaje,H5012,Transporte de carga marítimo y de cabotaje,H501200,Aysén del Gral. Carlos Ibañez del Campo,Aysén,Aysén,11201,-45.464444,-72.822437,Generador Industrial,738491,2,12.6,1.0,Eliminación,3.0,Disposición final,12.0,Vertedero,20 03 99 | Residuos municipales no especificados en otra categoría,20 03 99 | Residuos municipales no especificados en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,5465986.0,SERVICIOS BAHAMONDE,SERVICIOS INDUSTRIALES BAHAMONDE LIMITADA,Aysén,Aysén del Gral. Carlos Ibañez del Campo,Chile,gi-sinader-2024-ckan.xlsx,False
2024,7,5480774,PUERTO OXXEAN CHACABUCO S.A.,76908980-2,Puerto Oxxean Chacabuco,Otras actividades,20,Transporte de carga marítimo y de cabotaje,H5012,Transporte de carga marítimo y de cabotaje,H501200,Aysén del Gral. Carlos Ibañez del Campo,Aysén,Aysén,11201,-45.464444,-72.822437,Generador Industrial,754009,2,7.8,2.0,Valorización,8.0,Reciclaje,,,20 03 99 | Residuos municipales no especificados en otra categoría,20 03 99 | Residuos municipales no especificados en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,Destinatario Final,CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.,Aysén,Aysén del Gral. Carlos Ibañez del Campo,Chile,gi-sinader-2024-ckan.xlsx,False
2024,7,5480774,PUERTO OXXEAN CHACABUCO S.A.,76908980-2,Puerto Oxxean Chacabuco,Otras actividades,20,Transporte de carga marítimo y de cabotaje,H5012,Transporte de carga marítimo y de cabotaje,H501200,Aysén del Gral. Carlos Ibañez del Campo,Aysén,Aysén,11201,-45.464444,-72.822437,Generador Industrial,754009,2,25.2,1.0,Eliminación,3.0,Disposición final,12.0,Vertedero,20 03 99 | Residuos municipales no especificados en otra categoría,20 03 99 | Residuos municipales no especificados en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,5465986.0,SERVICIOS BAHAMONDE,SERVICIOS INDUSTRIALES BAHAMONDE LIMITADA,Aysén,Aysén del Gral. Carlos Ibañez del Campo,Chile,gi-sinader-2024-ckan.xlsx,False
