anio,mes,id_vu,razon_social,rut,nombre_establecimiento,rubro,id_rubro,ciiu4,id_ciiu4,ciiu6,id_ciiu6,region,provincia,comuna,id_comuna,latitud,longitud,rol_establecimiento,id_declaracion,tipo_movimiento,toneladas,tratamiento_n1_id,tratamiento_n1,tratamiento_n2_id,tratamiento_n2,tratamiento_n3_id,tratamiento_n3,ler_codigo,ler_nombre,ler_capitulo_num,ler_capitulo,ler_subcapitulo_num,ler_subcapitulo,trazabilidad_id_vu,trazabilidad_nombre_establecimiento,trazabilidad_razon_social,trazabilidad_comuna,trazabilidad_region,trazabilidad_pais,fuente_archivo,es_declaracion_excluida_original
2022,0,5462998,PRODUCTOS DEL MAR VENTISQUEROS S A,96545040-8,LLANCAHUE S4,Pesca y acuicultura,,Acuicultura marina,A0321,Cultivo y crianza de peces marinos,A032110,Los Lagos,Palena,Hualaihué,10403,-42.10726848,-72.48928109,Generador Industrial,,,6.563,1,Eliminación,3.0,Disposición final,12.0,Vertedero,02 01 99 | Residuos no especificados en otra categoría,02 01 99 | Residuos no especificados en otra categoría,,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",59355.0,EL EMPALME,REXIN SPA,Maullín,Los Lagos,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5462998,PRODUCTOS DEL MAR VENTISQUEROS S A,96545040-8,LLANCAHUE S4,Pesca y acuicultura,,Acuicultura marina,A0321,Cultivo y crianza de peces marinos,A032110,Los Lagos,Palena,Hualaihué,10403,-42.10726848,-72.48928109,Generador Industrial,,,436.032,2,Valorización,8.0,Reciclaje,15.0,Reciclaje de residuos hidrobiológicos para consumo animal,02 01 02 | Residuos de tejidos de animales,02 01 02 | Residuos de tejidos de animales,,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",4605.0,LOS GLACIARES,LOS GLACIARES S A,Puerto Montt,Los Lagos,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5469211,ADMINISTRADORA DE VENTAS AL DETALLE LIMITADA,77215640-5,LLAY LLAY,Comercio minorista,,Venta al por menor de combustibles para vehículos automotores en comercios especializados,G4730,Venta al por menor de combustibles para vehículos automotores en comercios especializados,G473000,Valparaíso,San Felipe de Aconcagua,Llaillay,5703,-32.84210881,-71.00310339,Generador Industrial,,,0.002,5,Recepción y Almacenamiento,35.0,Pretratamiento (I.R.A.R.),36.0,"Pretratamiento de papel, cartón y productos de papel",15 01 05 | Envases compuestos,15 01 05 | Envases compuestos,,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),5471252.0,CENTRO DE ACOPIO Y VALORIZACION,REMBRE SPA.,Quilicura,Metropolitana de Santiago,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5469211,ADMINISTRADORA DE VENTAS AL DETALLE LIMITADA,77215640-5,LLAY LLAY,Comercio minorista,,Venta al por menor de combustibles para vehículos automotores en comercios especializados,G4730,Venta al por menor de combustibles para vehículos automotores en comercios especializados,G473000,Valparaíso,San Felipe de Aconcagua,Llaillay,5703,-32.84210881,-71.00310339,Generador Industrial,,,0.09,5,Recepción y Almacenamiento,35.0,Pretratamiento (I.R.A.R.),37.0,Pretratamiento de Vidrio,15 01 07 | Envases de vidrio,15 01 07 | Envases de vidrio,,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),5471252.0,CENTRO DE ACOPIO Y VALORIZACION,REMBRE SPA.,Quilicura,Metropolitana de Santiago,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5469211,ADMINISTRADORA DE VENTAS AL DETALLE LIMITADA,77215640-5,LLAY LLAY,Comercio minorista,,Venta al por menor de combustibles para vehículos automotores en comercios especializados,G4730,Venta al por menor de combustibles para vehículos automotores en comercios especializados,G473000,Valparaíso,San Felipe de Aconcagua,Llaillay,5703,-32.84210881,-71.00310339,Generador Industrial,,,0.113,5,Recepción y Almacenamiento,35.0,Pretratamiento (I.R.A.R.),45.0,Pretratamiento de plásticos ,15 01 02 | Envases de plástico,15 01 02 | Envases de plástico,,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),5471252.0,CENTRO DE ACOPIO Y VALORIZACION,REMBRE SPA.,Quilicura,Metropolitana de Santiago,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5469211,ADMINISTRADORA DE VENTAS AL DETALLE LIMITADA,77215640-5,LLAY LLAY,Comercio minorista,,Venta al por menor de combustibles para vehículos automotores en comercios especializados,G4730,Venta al por menor de combustibles para vehículos automotores en comercios especializados,G473000,Valparaíso,San Felipe de Aconcagua,Llaillay,5703,-32.84210881,-71.00310339,Generador Industrial,,,4.0,2,Valorización,8.0,Reciclaje,29.0,Degradación Anaeróbica,19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa,19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa,,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,5461926.0,PLANTA DE TRATAMIENTOS DE RILES RILSA LTDA,PLANTA DE TRATAMIENTO DE RILES RILSA SPA,Tiltil,Metropolitana de Santiago,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5469211,ADMINISTRADORA DE VENTAS AL DETALLE LIMITADA,77215640-5,LLAY LLAY,Comercio minorista,,Venta al por menor de combustibles para vehículos automotores en comercios especializados,G4730,Venta al por menor de combustibles para vehículos automotores en comercios especializados,G473000,Valparaíso,San Felipe de Aconcagua,Llaillay,5703,-32.84210881,-71.00310339,Generador Industrial,,,5.582,5,Recepción y Almacenamiento,35.0,Pretratamiento (I.R.A.R.),36.0,"Pretratamiento de papel, cartón y productos de papel",15 01 01 | Envases de papel y cartón,15 01 01 | Envases de papel y cartón,,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),5471252.0,CENTRO DE ACOPIO Y VALORIZACION,REMBRE SPA.,Quilicura,Metropolitana de Santiago,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5469211,ADMINISTRADORA DE VENTAS AL DETALLE LIMITADA,77215640-5,LLAY LLAY,Comercio minorista,,Venta al por menor de combustibles para vehículos automotores en comercios especializados,G4730,Venta al por menor de combustibles para vehículos automotores en comercios especializados,G473000,Valparaíso,San Felipe de Aconcagua,Llaillay,5703,-32.84210881,-71.00310339,Generador Industrial,,,10.0,1,Eliminación,3.0,Disposición final,32.0,Recepción de Lodos en PTAS,19 08 05 | Lodos del tratamiento de aguas residuales urbanas,19 08 05 | Lodos del tratamiento de aguas residuales urbanas,,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,4585978.0,PLANTA DE TRATAMIENTO DE AS MOLINO,ESVAL S.A.,Quillota,Valparaíso,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5483151,SALMONES AYSEN S.A.,76650680-1,Lleuna,Pesca y acuicultura,,Acuicultura marina,A0321,Cultivo y crianza de peces marinos,A032110,Los Lagos,Chiloé,Quemchi,10209,-42.16609262,-73.34210009,Generador Industrial,,,0.15,2,Valorización,8.0,Reciclaje,18.0,Reciclaje de plásticos,02 01 04 | Residuos de plásticos (excepto embalajes),02 01 04 | Residuos de plásticos (excepto embalajes),,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",5461561.0,RECICLAJE MUNDO SUR,RECICLAJE MUNDO SUR SPA.,Puerto Montt,Los Lagos,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5483151,SALMONES AYSEN S.A.,76650680-1,Lleuna,Pesca y acuicultura,,Acuicultura marina,A0321,Cultivo y crianza de peces marinos,A032110,Los Lagos,Chiloé,Quemchi,10209,-42.16609262,-73.34210009,Generador Industrial,,,5.405,1,Eliminación,3.0,Disposición final,12.0,Vertedero,02 01 99 | Residuos no especificados en otra categoría,02 01 99 | Residuos no especificados en otra categoría,,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",59355.0,EL EMPALME,REXIN SPA,Maullín,Los Lagos,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5483151,SALMONES AYSEN S.A.,76650680-1,Lleuna,Pesca y acuicultura,,Acuicultura marina,A0321,Cultivo y crianza de peces marinos,A032110,Los Lagos,Chiloé,Quemchi,10209,-42.16609262,-73.34210009,Generador Industrial,,,11.794,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,02 01 99 | Residuos no especificados en otra categoría,02 01 99 | Residuos no especificados en otra categoría,,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",5478555.0,CONSORCIO COLLIPULLI,CONSORCIO COSEMAR Y WILLIAM IVES S.A,Collipulli,La Araucanía,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5483151,SALMONES AYSEN S.A.,76650680-1,Lleuna,Pesca y acuicultura,,Acuicultura marina,A0321,Cultivo y crianza de peces marinos,A032110,Los Lagos,Chiloé,Quemchi,10209,-42.16609262,-73.34210009,Generador Industrial,,,94.55,2,Valorización,8.0,Reciclaje,15.0,Reciclaje de residuos hidrobiológicos para consumo animal,02 01 02 | Residuos de tejidos de animales,02 01 02 | Residuos de tejidos de animales,,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",317561.0,PESQUERA LA PORTADA,PESQUERA LA PORTADA S A,Puerto Montt,Los Lagos,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,9507,LOBATO INDUSTRIAL S A,79767110-K,LOBATO INDUSTRIAL S.A.,Otras industrias manufactureras,,Elaboración de aceites y grasas de origen vegetal y animal,C1040,Elaboración de aceites y grasas de origen vegetal y animal (excepto elaboración de mantequilla),C104000,Metropolitana de Santiago,Maipo,San Bernardo,13401,-33.55811097,-70.75598218,Generador Industrial,,,184.07,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,20 03 01 | Mezclas de residuos municipales,20 03 01 | Mezclas de residuos municipales,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,03 | Otros residuos municipales,97614.0,RELLENO SANITARIO SANTA MARTA,CONSORCIO SANTA MARTA S A,Talagante,Metropolitana de Santiago,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5462052,ABARROTES ECONOMICOS LIMITADA,76833720-9,LOCAL ACUENTA TEMUCO MATTA,Comercio minorista,,"Venta al por menor en comercios no especializados con predominio de la venta de alimentos, bebidas o tabaco",G4711,"Venta al por menor en comercios de alimentos, bebidas o tabaco (supermercados e hipermercados)",G471100,La Araucanía,Cautín,Temuco,9101,-38.73478859,-72.58127441,Generador Industrial,,,0.55,2,Valorización,8.0,Reciclaje,80.0,Reciclaje de aceites y grasas comestibles,20 01 25 | Aceites y grasas comestibles,20 01 25 | Aceites y grasas comestibles,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),5474106.0,LAMPA BIOILS,INVERSIONES TRIO SPA,Lampa,Metropolitana de Santiago,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5462052,ABARROTES ECONOMICOS LIMITADA,76833720-9,LOCAL ACUENTA TEMUCO MATTA,Comercio minorista,,"Venta al por menor en comercios no especializados con predominio de la venta de alimentos, bebidas o tabaco",G4711,"Venta al por menor en comercios de alimentos, bebidas o tabaco (supermercados e hipermercados)",G471100,La Araucanía,Cautín,Temuco,9101,-38.73478859,-72.58127441,Generador Industrial,,,4.47,1,Eliminación,48.0,Pretratamiento,56.0,Residuos municipales asimilables a domiciliarios,20 03 99 | Residuos municipales no especificados en otra categoría,20 03 99 | Residuos municipales no especificados en otra categoría,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,03 | Otros residuos municipales,5458093.0,ESTACION DE TRANSFERENCIA CERRO LOS CONDORES,GESTION ECOLOGICA DE RESIDUOS S A,Quilicura,Metropolitana de Santiago,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5462052,ABARROTES ECONOMICOS LIMITADA,76833720-9,LOCAL ACUENTA TEMUCO MATTA,Comercio minorista,,"Venta al por menor en comercios no especializados con predominio de la venta de alimentos, bebidas o tabaco",G4711,"Venta al por menor en comercios de alimentos, bebidas o tabaco (supermercados e hipermercados)",G471100,La Araucanía,Cautín,Temuco,9101,-38.73478859,-72.58127441,Generador Industrial,,,4.818,5,Recepción y Almacenamiento,35.0,Pretratamiento (I.R.A.R.),45.0,Pretratamiento de plásticos ,15 01 02 | Envases de plástico,15 01 02 | Envases de plástico,,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),5462038.0,SOREPA TEMUCO,SOC RECUPERADORA DE PAPEL SPA,Temuco,La Araucanía,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5462052,ABARROTES ECONOMICOS LIMITADA,76833720-9,LOCAL ACUENTA TEMUCO MATTA,Comercio minorista,,"Venta al por menor en comercios no especializados con predominio de la venta de alimentos, bebidas o tabaco",G4711,"Venta al por menor en comercios de alimentos, bebidas o tabaco (supermercados e hipermercados)",G471100,La Araucanía,Cautín,Temuco,9101,-38.73478859,-72.58127441,Generador Industrial,,,31.0,2,Valorización,8.0,Reciclaje,29.0,Degradación Anaeróbica,19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa,19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa,,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,5401758.0,PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS TEMUCO,AGUAS ARAUCANIA S.A.,Temuco,La Araucanía,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5462052,ABARROTES ECONOMICOS LIMITADA,76833720-9,LOCAL ACUENTA TEMUCO MATTA,Comercio minorista,,"Venta al por menor en comercios no especializados con predominio de la venta de alimentos, bebidas o tabaco",G4711,"Venta al por menor en comercios de alimentos, bebidas o tabaco (supermercados e hipermercados)",G471100,La Araucanía,Cautín,Temuco,9101,-38.73478859,-72.58127441,Generador Industrial,,,68.4,1,Eliminación,3.0,Disposición final,12.0,Vertedero,20 03 01 | Mezclas de residuos municipales,20 03 01 | Mezclas de residuos municipales,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,03 | Otros residuos municipales,5461913.0,VERTEDERO LICURA (MULCHEN,EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA,Mulchén,Biobío,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5462052,ABARROTES ECONOMICOS LIMITADA,76833720-9,LOCAL ACUENTA TEMUCO MATTA,Comercio minorista,,"Venta al por menor en comercios no especializados con predominio de la venta de alimentos, bebidas o tabaco",G4711,"Venta al por menor en comercios de alimentos, bebidas o tabaco (supermercados e hipermercados)",G471100,La Araucanía,Cautín,Temuco,9101,-38.73478859,-72.58127441,Generador Industrial,,,89.819,5,Recepción y Almacenamiento,35.0,Pretratamiento (I.R.A.R.),36.0,"Pretratamiento de papel, cartón y productos de papel",15 01 01 | Envases de papel y cartón,15 01 01 | Envases de papel y cartón,,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),5462038.0,SOREPA TEMUCO,SOC RECUPERADORA DE PAPEL SPA,Temuco,La Araucanía,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5453268,AGRICOLA SUPER LIMITADA,88680500-4,LOICA,Producción agropecuaria,,Cría de aves de corral,A0146,Cría de aves de corral para la producción de carne,A014601,Metropolitana de Santiago,Melipilla,San Pedro,13505,-34.00293629,-71.40481036,Generador Industrial,,,2.19,2,Valorización,8.0,Reciclaje,18.0,Reciclaje de plásticos,15 01 02 | Envases de plástico,15 01 02 | Envases de plástico,,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),5479798.0,bdc spa,BDC SPA,Requínoa,Libertador Gral. Bernardo O'Higgins,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5440547,EXPRESS DE SANTIAGO UNO S A,99577390-2,LO ECHEVERS,Otras actividades,,Transporte urbano y suburbano de pasajeros por vía terrestre,H4921,Transporte urbano y suburbano de pasajeros vía locomoción colectiva,H492120,Metropolitana de Santiago,Santiago,Quilicura,13125,-33.37396024,-70.75807574,Generador Industrial,,,0.1,2,Valorización,8.0,Reciclaje,,,20 01 40 | Metales,20 01 40 | Metales,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),5473450.0,GAIAWM MATRIZ,GESTION AMBIENTAL INTEGRADA SPA,La Pintana,Metropolitana de Santiago,Chile,gi-sinader-2022-ckan.xlsx,False
