id;año;rol_establecimiento;id_rol_establecimiento;id_vu;nombre_establecimiento;razon_social;rut_razon_social;ciiu4;id_ciiu4;ciiu6;id_ciiu6;latitud;longitud;id_comuna;comuna;provincia;region;rubro_vu;id_rubro_vu;entrada_salida;cantidad_toneladas;tratamiento_nivel_3;id_tratamiento_nivel_3;tratamiento_nivel_1;id_tratamiento_nivel_1;capitulo_ler;id_capitulo_ler;subcapitulo_ler;id_subcapitulo_ler;nombre_ler;ler_codigo
1053;2022;Destinatario Final;4;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S.A.;96754450-7;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-32,954739574691;-70,799190365376;13303;Tiltil;Chacabuco;Metropolitana de Santiago;Gestores de residuos;15;1;3655,97;Relleno sanitario;11;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 99 | Residuos municipales no especificados en otra categoría;20 03 99 
1054;2022;Destinatario Final;4;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S.A.;96754450-7;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-32,954739574691;-70,799190365376;13303;Tiltil;Chacabuco;Metropolitana de Santiago;Gestores de residuos;15;1;38;Relleno sanitario;11;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 99 | Residuos municipales no especificados en otra categoría;20 03 99 
1055;2022;Destinatario Final;4;386202;DIVISIÓN SALVADOR CENTRAL;CORP NACIONAL DEL COBRE DE CHILE;61704000-K;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-26,247361867375;-69,625763728718;3202;Diego de Almagro;Chañaral;Atacama;Minería;4;1;143,04;Relleno sanitario;11;Eliminación;1;16 | Residuos no especificados en otro capítulo de la lista;16;01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08);1;16 01 99 | Residuos no especificados de otra forma;16 01 99 
1056;2022;Destinatario Final;4;386202;DIVISIÓN SALVADOR CENTRAL;CORP NACIONAL DEL COBRE DE CHILE;61704000-K;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-26,247361867375;-69,625763728718;3202;Diego de Almagro;Chañaral;Atacama;Minería;4;1;1327,44;Relleno sanitario;11;Eliminación;1;16 | Residuos no especificados en otro capítulo de la lista;16;03 | Lotes de productos fuera de especificación y productos no utilizados;3;16 03 04 | Residuos inorgánicos distintos de los especificados en el código 16 03 03;16 03 04 
1057;2022;Destinatario Final;4;386202;DIVISIÓN SALVADOR CENTRAL;CORP NACIONAL DEL COBRE DE CHILE;61704000-K;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-26,247361867375;-69,625763728718;3202;Diego de Almagro;Chañaral;Atacama;Minería;4;1;331,11;Relleno sanitario;11;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;20 01 01 
1058;2022;Destinatario Final;4;386202;DIVISIÓN SALVADOR CENTRAL;CORP NACIONAL DEL COBRE DE CHILE;61704000-K;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-26,247361867375;-69,625763728718;3202;Diego de Almagro;Chañaral;Atacama;Minería;4;1;592,5;Relleno sanitario;11;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 38 | Madera distinta de la especificada en el código 20 01 37;20 01 38 
1059;2022;Destinatario Final;4;386202;DIVISIÓN SALVADOR CENTRAL;CORP NACIONAL DEL COBRE DE CHILE;61704000-K;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-26,247361867375;-69,625763728718;3202;Diego de Almagro;Chañaral;Atacama;Minería;4;1;69,9;Relleno sanitario;11;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;20 01 39 
1060;2022;Destinatario Final;4;386202;DIVISIÓN SALVADOR CENTRAL;CORP NACIONAL DEL COBRE DE CHILE;61704000-K;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-26,247361867375;-69,625763728718;3202;Diego de Almagro;Chañaral;Atacama;Minería;4;1;42,96;Relleno sanitario;11;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 99 | Otras fracciones no especificadas en otra categoría;20 01 99 
1061;2022;Destinatario Final;4;386202;DIVISIÓN SALVADOR CENTRAL;CORP NACIONAL DEL COBRE DE CHILE;61704000-K;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-26,247361867375;-69,625763728718;3202;Diego de Almagro;Chañaral;Atacama;Minería;4;1;4631,4708;Relleno sanitario;11;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;20 03 01 
1062;2022;Destinatario Final;4;5470977;JOSE LUIS ESPINOSA ROJAS;JOSE LUIS ESPINOSA;6946658-3;Venta al por mayor no especializada;G4690;Venta al por mayor no especializada;G469000;-33,543102291187;-70,67817111138;13105;El Bosque;Santiago;Metropolitana de Santiago;Comercio mayorista;18;1;54,571;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;"03 | Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas";3;02 03 99 | Residuos no especificados en otra categoría;02 03 99 
1076;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;3,24;Depósito de Seguridad;33;Eliminación;1;12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;12;01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;1;12 01 99 | Residuos no especificados en otra categoría;12 01 99 
1063;2022;Destinatario Final;4;5470977;JOSE LUIS ESPINOSA ROJAS;JOSE LUIS ESPINOSA;6946658-3;Venta al por mayor no especializada;G4690;Venta al por mayor no especializada;G469000;-33,543102291187;-70,67817111138;13105;El Bosque;Santiago;Metropolitana de Santiago;Comercio mayorista;18;1;137,063;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;03 | Residuos de la producción y transformación de pasta de papel, papel y cartón;3;03 03 08 | Residuos procedentes de la clasificación de papel y cartón destinados al reciclado;03 03 08 
1064;2022;Destinatario Final;4;5470977;JOSE LUIS ESPINOSA ROJAS;JOSE LUIS ESPINOSA;6946658-3;Venta al por mayor no especializada;G4690;Venta al por mayor no especializada;G469000;-33,543102291187;-70,67817111138;13105;El Bosque;Santiago;Metropolitana de Santiago;Comercio mayorista;18;1;3,73;Pretratamiento de plásticos;45;Recolección;5;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;02 02 99 | Residuos no especificados en otra categoría;02 02 99 
1065;2022;Destinatario Final;4;5470977;JOSE LUIS ESPINOSA ROJAS;JOSE LUIS ESPINOSA;6946658-3;Venta al por mayor no especializada;G4690;Venta al por mayor no especializada;G469000;-33,543102291187;-70,67817111138;13105;El Bosque;Santiago;Metropolitana de Santiago;Comercio mayorista;18;1;3,22;Pretratamiento de plásticos;45;Recolección;5;12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;12;01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;1;12 01 99 | Residuos no especificados en otra categoría;12 01 99 
1066;2022;Destinatario Final;4;5452763;MINERA JILGUERO SA;MINERA JILGUERO S.A.;76318530-3;Extracción de piedra, arena y arcilla;B0810;Extracción de piedra, arena y arcilla;B081000;-27,45440335356;-70,21376195398;3103;Tierra Amarilla;Copiapó;Atacama;Minería;4;1;6901,533;Área de Disposición Controlada;65;Eliminación;1;10 | Residuos de procesos térmicos;10;13 | Residuos de la fabricación de cemento, cal y yeso y de productos derivados;13;10 13 13 | Residuos sólidos del tratamiento de gases, distintos de los especificados en el código 10 13 12;10 13 13 
1067;2022;Destinatario Final;4;4297105;BAKELITE RESINAS LTDA;BAKELITE RESINAS LIMITADA;77195620-3;Fabricación de sustancias químicas básicas;C2011;Fabricación de otras sustancias químicas básicas n.c.p.;C201109;-36,8684397;-73,1440318;8108;San Pedro de la Paz;Concepción;Biobío;Industria química, de plástico y caucho;7;1;3159,105;Preparación para reutilización;7;Valorización;2;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;8;04 | Residuos de la FFDU de adhesivos y sellantes (incluyendo productos de impermeabilización);4;08 04 16 | Residuos líquidos acuosos que contienen adhesivos o sellantes, distintos de los especificados en el código 08 04 15;08 04 16 
1068;2022;Destinatario Final;4;5482617;Sociedad de Inversiones y Servicios Rumak SPA;SOCIEDAD DE INVERSIONES Y SERVICIOS RUMAK SPA;76522376-8;Demolición;F4311;Demolición;F431100;-39,6677802;-72,9503951;14105;Máfil;Valdivia;Los Ríos;Construcción;16;1;856,1252;Sitio de Escombros de la Construcción;60;Eliminación;1;17 | Residuos de la construcción y demolición;17;01 | Hormigón, ladrillos, tejas y materiales cerámicos;1;17 01 07 | Mezclas de hormigón, ladrillos, tejas y materiales cerámicos, distintas de las especificadas en el código 17 01 06;17 01 07 
1069;2022;Destinatario Final;4;5482617;Sociedad de Inversiones y Servicios Rumak SPA;SOCIEDAD DE INVERSIONES Y SERVICIOS RUMAK SPA;76522376-8;Demolición;F4311;Demolición;F431100;-39,6677802;-72,9503951;14105;Máfil;Valdivia;Los Ríos;Construcción;16;1;888,6;Sitio de Escombros de la Construcción;60;Eliminación;1;17 | Residuos de la construcción y demolición;17;09 | Otros residuos de construcción y demolición;9;17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03;17 09 04 
1070;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;88,37;Depósito de Seguridad;33;Eliminación;1;01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales;1;01 | Residuos de la extracción de minerales;1;01 01 01 | Residuos de la extracción de minerales metálicos;01 01 01 
1071;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;8,47;Depósito de Seguridad;33;Eliminación;1;06 | Residuos de procesos químicos inorgánicos;6;03 | Residuos de la FFDU de sales y sus soluciones y de óxidos metálicos;3;06 03 99 | Residuos no especificados en otra categoría;06 03 99 
1072;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;316,55;Depósito de Seguridad;33;Eliminación;1;06 | Residuos de procesos químicos inorgánicos;6;05 | Lodos del tratamiento in situ de efluentes;5;06 05 03 | Lodos del tratamiento in situ de efluentes, distintos de los mencionados en el código 06 05 02;06 05 03 
1073;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;17,12;Depósito de Seguridad;33;Eliminación;1;10 | Residuos de procesos térmicos;10;01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19);1;10 01 99 | Residuos no especificados en otra categoría;10 01 99 
1077;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;4,04;Depósito de Seguridad;33;Eliminación;1;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 01 | Envases de papel y cartón;15 01 01 
1078;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;2,57;Depósito de Seguridad;33;Eliminación;1;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 02 | Envases de plástico;15 01 02 
1079;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;2323,91;Depósito de Seguridad;33;Eliminación;1;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 03 | Envases de madera;15 01 03 
1080;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;0,00089;Depósito de Seguridad;33;Eliminación;1;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 06 | Envases mezclados;15 01 06 
1081;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;1835,34;Depósito de Seguridad;33;Eliminación;1;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;02 | Absorbentes, materiales de filtración, trapos de limpieza y ropas protectoras;2;15 02 03 | Absorbentes, materiales de filtración, trapos de limpieza y ropas protectoras distintos de los especificados en el código 15 02 02;15 02 03 
1082;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;106,042;Depósito de Seguridad;33;Eliminación;1;16 | Residuos no especificados en otro capítulo de la lista;16;01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08);1;16 01 03 | Neumáticos fuera de uso;16 01 03 
1083;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;42,32;Depósito de Seguridad;33;Eliminación;1;16 | Residuos no especificados en otro capítulo de la lista;16;01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08);1;16 01 22 | Componentes no especificados en otra categoría;16 01 22 
1084;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;0,735;Depósito de Seguridad;33;Eliminación;1;16 | Residuos no especificados en otro capítulo de la lista;16;03 | Lotes de productos fuera de especificación y productos no utilizados;3;16 03 04 | Residuos inorgánicos distintos de los especificados en el código 16 03 03;16 03 04 
1085;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;229,5;Depósito de Seguridad;33;Eliminación;1;17 | Residuos de la construcción y demolición;17;02 | Madera, vidrio y plástico;2;17 02 01 | Madera libre de impregnación o pinturas;17 02 01 
1086;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;181,35;Depósito de Seguridad;33;Eliminación;1;17 | Residuos de la construcción y demolición;17;04 | Metales (incluidas sus aleaciones);4;17 04 05 | Hierro y acero no galvanizados;17 04 05 
1087;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;332,15;Depósito de Seguridad;33;Eliminación;1;17 | Residuos de la construcción y demolición;17;09 | Otros residuos de construcción y demolición;9;17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03;17 09 04 
1120;2022;Destinatario Final;4;5473450;GAIAWM MATRIZ;GESTION AMBIENTAL INTEGRADA SPA;76449433-4;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-33,622415162747;-70,634455578512;13112;La Pintana;Santiago;Metropolitana de Santiago;Gestores de residuos;15;1;6,401;Reciclaje de metales;20;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 40 | Metales;20 01 40 
1088;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;66,18;Depósito de Seguridad;33;Eliminación;1;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;19;02 | Residuos de tratamientos físicoquímicos de residuos (incluidas la descromatación, descianuración y neutralización);2;19 02 03 | Residuos mezclados previamente, compuestos exclusivamente por residuos no peligrosos;19 02 03 
1089;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;31,65;Depósito de Seguridad;33;Eliminación;1;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;19;08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;8;19 08 05 | Lodos del tratamiento de aguas residuales urbanas;19 08 05 
1090;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;61,58;Depósito de Seguridad;33;Eliminación;1;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;19;08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;8;19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa;19 08 09 
1091;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;0,728;Depósito de Seguridad;33;Eliminación;1;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;19;08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;8;19 08 12 | Lodos procedentes del tratamiento biológico de aguas residuales industriales distintos de los especificados en el código 19 08 11;19 08 12 
1092;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;333,9915;Depósito de Seguridad;33;Eliminación;1;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;19;09 | Residuos de la preparación de agua para consumo humano o agua para uso industrial;9;19 09 02 | Lodos de la clarificación del agua;19 09 02 
1093;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;9,357;Depósito de Seguridad;33;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 38 | Madera distinta de la especificada en el código 20 01 37;20 01 38 
1094;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;100,562;Depósito de Seguridad;33;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 07 | Residuos voluminosos (incluidos muebles);20 03 07 
1095;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;213,63;Depósito de Seguridad;33;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 99 | Residuos municipales no especificados en otra categoría;20 03 99 
1096;2022;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,450375283243;-69,422766963615;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;0,27;Disposición final;3;Eliminación;1;16 | Residuos no especificados en otro capítulo de la lista;16;07 | Residuos de la limpieza de cisternas de transporte y almacenamiento y de la limpieza de cubas (excepto los de los capítulos 05 y 13);7;16 07 99 | Residuos no especificados en otra categoría;16 07 99 
