anio,mes,id_vu,razon_social,rut,nombre_establecimiento,rubro,id_rubro,ciiu4,id_ciiu4,ciiu6,id_ciiu6,region,provincia,comuna,id_comuna,latitud,longitud,rol_establecimiento,id_declaracion,tipo_movimiento,toneladas,tratamiento_n1_id,tratamiento_n1,tratamiento_n2_id,tratamiento_n2,tratamiento_n3_id,tratamiento_n3,ler_codigo,ler_nombre,ler_capitulo_num,ler_capitulo,ler_subcapitulo_num,ler_subcapitulo,trazabilidad_id_vu,trazabilidad_nombre_establecimiento,trazabilidad_razon_social,trazabilidad_comuna,trazabilidad_region,trazabilidad_pais,fuente_archivo,es_declaracion_excluida_original
2021,,1031669,COMPLEJO INDUSTRIAL MOLYNOR S.A.,76016222-1,COMPLEJO INDUSTRIAL MOLYNOR S.A.,Otras industrias manufactureras,10,Fabricación de productos primarios de metales preciosos y otros metales no ferrosos,C2420,Fabricación de productos primarios de metales preciosos y de otros metales no ferrosos n.c.p.,C242009,Antofagasta,Antofagasta,Mejillones,2102,-23.06031555,-70.37413281,Destinatario Final,,1,532.593,5.0,Recolección,,,44,Pretratamiento de Metales, Hierro y acero no galvanizados,17 04 05 | Hierro y acero no galvanizados,17,17 | Residuos de la construcción y demolición,4,04 | Metales (incluidas sus aleaciones),,,,,,,df-sinader-2021-ckan.csv,False
2021,,15752,CLAUDIO CASANOVA GARCES PRESTACIONES DE SERVICIOS E I R L,52003786-1,PLANTA RAHUE ALTO,Gestores de residuos,15,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,Los Lagos,Osorno,Osorno,10301,-40.58066129,-73.16120009,Destinatario Final,,1,8.03,2.0,Valorización,,,18,Reciclaje de plásticos, Plásticos,20 01 39 | Plásticos,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2021-ckan.csv,False
2021,,15752,CLAUDIO CASANOVA GARCES PRESTACIONES DE SERVICIOS E I R L,52003786-1,PLANTA RAHUE ALTO,Gestores de residuos,15,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,Los Lagos,Osorno,Osorno,10301,-40.58066129,-73.16120009,Destinatario Final,,1,17.017,5.0,Recolección,,,45,Pretratamiento de plásticos, Residuos de plásticos (excepto embalajes),02 01 04 | Residuos de plásticos (excepto embalajes),2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",1,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",,,,,,,df-sinader-2021-ckan.csv,False
2021,,15752,CLAUDIO CASANOVA GARCES PRESTACIONES DE SERVICIOS E I R L,52003786-1,PLANTA RAHUE ALTO,Gestores de residuos,15,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,Los Lagos,Osorno,Osorno,10301,-40.58066129,-73.16120009,Destinatario Final,,1,16.058,2.0,Valorización,,,18,Reciclaje de plásticos, Residuos agroquímicos distintos de los mencionados en el código 02 01 08,02 01 09 | Residuos agroquímicos distintos de los mencionados en el código 02 01 08,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",1,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",,,,,,,df-sinader-2021-ckan.csv,False
2021,,15752,CLAUDIO CASANOVA GARCES PRESTACIONES DE SERVICIOS E I R L,52003786-1,PLANTA RAHUE ALTO,Gestores de residuos,15,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,Los Lagos,Osorno,Osorno,10301,-40.58066129,-73.16120009,Destinatario Final,,1,915.35,2.0,Valorización,,,18,Reciclaje de plásticos, Residuos no especificados en otra categoría,02 01 99 | Residuos no especificados en otra categoría,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",1,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",,,,,,,df-sinader-2021-ckan.csv,False
2021,,15752,CLAUDIO CASANOVA GARCES PRESTACIONES DE SERVICIOS E I R L,52003786-1,PLANTA RAHUE ALTO,Gestores de residuos,15,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,Los Lagos,Osorno,Osorno,10301,-40.58066129,-73.16120009,Destinatario Final,,1,68.653,5.0,Recolección,,,45,Pretratamiento de plásticos, Residuos no especificados en otra categoría,02 01 99 | Residuos no especificados en otra categoría,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",1,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",,,,,,,df-sinader-2021-ckan.csv,False
2021,,633,CIA SIDERURGICA HUACHIPATO S.A.,94637000-2,COMPAÑÍA SIDERÚRGICA HUACHIPATO,Otras industrias manufactureras,10,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Biobío,Concepción,Talcahuano,8110,-36.75168609,-73.12542139,Destinatario Final,,1,31.18,2.0,Valorización,,,22,Reciclaje de Residuos voluminosos, Metales mezclados,17 04 07 | Metales mezclados,17,17 | Residuos de la construcción y demolición,4,04 | Metales (incluidas sus aleaciones),,,,,,,df-sinader-2021-ckan.csv,False
2021,,15752,CLAUDIO CASANOVA GARCES PRESTACIONES DE SERVICIOS E I R L,52003786-1,PLANTA RAHUE ALTO,Gestores de residuos,15,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,Los Lagos,Osorno,Osorno,10301,-40.58066129,-73.16120009,Destinatario Final,,1,59.553,2.0,Valorización,,,7,Preparación para reutilización, Residuos de plásticos (excepto embalajes),02 01 04 | Residuos de plásticos (excepto embalajes),2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",1,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",,,,,,,df-sinader-2021-ckan.csv,False
2021,,15752,CLAUDIO CASANOVA GARCES PRESTACIONES DE SERVICIOS E I R L,52003786-1,PLANTA RAHUE ALTO,Gestores de residuos,15,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,Los Lagos,Osorno,Osorno,10301,-40.58066129,-73.16120009,Destinatario Final,,1,120.68,2.0,Valorización,,,7,Preparación para reutilización, Residuos no especificados en otra categoría,02 01 99 | Residuos no especificados en otra categoría,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",1,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",,,,,,,df-sinader-2021-ckan.csv,False
2021,,15752,CLAUDIO CASANOVA GARCES PRESTACIONES DE SERVICIOS E I R L,52003786-1,PLANTA RAHUE ALTO,Gestores de residuos,15,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,Los Lagos,Osorno,Osorno,10301,-40.58066129,-73.16120009,Destinatario Final,,1,58.952,2.0,Valorización,,,7,Preparación para reutilización, Madera distinta de la especificada en el código 20 01 37,20 01 38 | Madera distinta de la especificada en el código 20 01 37,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2021-ckan.csv,False
2021,,1903,DYNAL INDUSTRIAL S A,92264000-9,DYNAL INDUSTRIAL S.A.,"Industria química, de plástico y caucho",7,Fabricación de otros productos químicos n.c.p.,C2029,Fabricación de otros productos químicos n.c.p.,C202909,Metropolitana de Santiago,Santiago,Estación Central,13106,-33.46087178,-70.69629556,Destinatario Final,,1,695.93,2.0,Valorización,,,7,Preparación para reutilización, Papel y cartón,20 01 01 | Papel y cartón,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2021-ckan.csv,False
2021,,1903,DYNAL INDUSTRIAL S A,92264000-9,DYNAL INDUSTRIAL S.A.,"Industria química, de plástico y caucho",7,Fabricación de otros productos químicos n.c.p.,C2029,Fabricación de otros productos químicos n.c.p.,C202909,Metropolitana de Santiago,Santiago,Estación Central,13106,-33.46087178,-70.69629556,Destinatario Final,,2,36.39,1.0,Eliminación,,,11,Relleno sanitario," Desechos, separados mecánicamente, de pasta elaborada a partir de residuos de papel y cartón","03 03 07 | Desechos, separados mecánicamente, de pasta elaborada a partir de residuos de papel y cartón",3,"03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón",3,"03 | Residuos de la producción y transformación de pasta de papel, papel y cartón",,,,,,,df-sinader-2021-ckan.csv,False
2021,,2169953,EMPRESA ELECTRICA ANGAMOS SPA,76004976-K,DEPÓSITO DE CENIZAS ANGAMOS,Termoeléctricas,11,"Generación, transmisión y distribución de energía eléctrica",D3510,Generación de energía eléctrica en centrales termoeléctricas,D351012,Antofagasta,Antofagasta,Mejillones,2102,-23.09850465,-70.44550701,Destinatario Final,,1,56243.392,1.0,Eliminación,,,58,Depósito de Cenizas," Cenizas del hogar, escorias y polvo de caldera (excepto el polvo de caldera especificado en el código 10 01 04)","10 01 01 | Cenizas del hogar, escorias y polvo de caldera (excepto el polvo de caldera especificado en el código 10 01 04)",10,10 | Residuos de procesos térmicos,1,01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19),,,,,,,df-sinader-2021-ckan.csv,False
2021,,2289604,HIDRONOR CHILE S.A,96607990-8,PLANTA ANTOFAGASTA,Gestores de residuos,15,Tratamiento y eliminación de desechos peligrosos,E3822,Tratamiento y eliminación de desechos peligrosos,E382200,Antofagasta,Antofagasta,Antofagasta,2101,-24.25935832,-70.03564303,Destinatario Final,,1,0.043,1.0,Eliminación,,,33,Depósito de Seguridad," Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10","17 02 03 | Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10",17,17 | Residuos de la construcción y demolición,2,"02 | Madera, vidrio y plástico",,,,,,,df-sinader-2021-ckan.csv,False
2021,,2289604,HIDRONOR CHILE S.A,96607990-8,PLANTA ANTOFAGASTA,Gestores de residuos,15,Tratamiento y eliminación de desechos peligrosos,E3822,Tratamiento y eliminación de desechos peligrosos,E382200,Antofagasta,Antofagasta,Antofagasta,2101,-24.25935832,-70.03564303,Destinatario Final,,1,29.34,1.0,Eliminación,,,33,Depósito de Seguridad, Plásticos,20 01 39 | Plásticos,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2021-ckan.csv,False
2021,,3258677,I.MUNICIPALIDAD DE PORVENIR,69250300-7,ILUSTRE MUNICIPALIDAD DE PORVENIR,Otras actividades,20,Actividades de la administración pública en general,O8411,Actividades de la administración pública en general,O841100,Magallanes y de la Antártica Chilena,Tierra del Fuego,Porvenir,12301,-53.2951848,-70.36960324,Destinatario Final,,1,5.6,1.0,Eliminación,,,30,Basural, Madera libre de impregnación o pinturas,17 02 01 | Madera libre de impregnación o pinturas,17,17 | Residuos de la construcción y demolición,2,"02 | Madera, vidrio y plástico",,,,,,,df-sinader-2021-ckan.csv,False
2021,,5474106,BIOILS SPA,76140586-1,LAMPA BIOILS,Otras industrias manufactureras,10,Otras industrias manufactureras n.c.p.,C3290,Otras industrias manufactureras n.c.p.,C329000,Metropolitana de Santiago,Chacabuco,Lampa,13302,-33.34360739,-70.82110553,Destinatario Final,,1,24.4,1.0,Eliminación,,,12,Vertedero, Mezclas de residuos municipales,20 03 01 | Mezclas de residuos municipales,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2021-ckan.csv,False
2021,,5474686,0,11295101-6,PARCELA MONTE SION,Otras actividades,20,Almacenamiento y depósito,H5210,Otros servicios de almacenamiento y depósito n.c.p.,H521009,Biobío,Concepción,Coronel,8102,-36.97961863,-73.12744854,Destinatario Final,,1,3757.5,1.0,Eliminación,,,60,Sitio de Escombros de la Construcción, Hormigón,17 01 01 | Hormigón,17,17 | Residuos de la construcción y demolición,1,"01 | Hormigón, ladrillos, tejas y materiales cerámicos",,,,,,,df-sinader-2021-ckan.csv,False
2021,,5476275,RIMAT SERVICIOS LIMITADA,76814338-2,COMPOSTAJE EL HUAPE,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Ñuble,Diguillín,Chillán,16101,-36.61935235,-72.2645554,Destinatario Final,,1,123.37,2.0,Valorización,,,27,Compostaje, Lodos de lavado y limpieza,02 02 01 | Lodos de lavado y limpieza,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",2,"02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal",,,,,,,df-sinader-2021-ckan.csv,False
2021,,2289604,HIDRONOR CHILE S.A,96607990-8,PLANTA ANTOFAGASTA,Gestores de residuos,15,Tratamiento y eliminación de desechos peligrosos,E3822,Tratamiento y eliminación de desechos peligrosos,E382200,Antofagasta,Antofagasta,Antofagasta,2101,-24.25935832,-70.03564303,Destinatario Final,,1,28.73,1.0,Eliminación,,,33,Depósito de Seguridad, Mezclas de residuos municipales,20 03 01 | Mezclas de residuos municipales,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2021-ckan.csv,False
2021,,2289604,HIDRONOR CHILE S.A,96607990-8,PLANTA ANTOFAGASTA,Gestores de residuos,15,Tratamiento y eliminación de desechos peligrosos,E3822,Tratamiento y eliminación de desechos peligrosos,E382200,Antofagasta,Antofagasta,Antofagasta,2101,-24.25935832,-70.03564303,Destinatario Final,,1,448.6,1.0,Eliminación,,,33,Depósito de Seguridad," Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",17,17 | Residuos de la construcción y demolición,9,09 | Otros residuos de construcción y demolición,,,,,,,df-sinader-2021-ckan.csv,False
2021,,2289604,HIDRONOR CHILE S.A,96607990-8,PLANTA ANTOFAGASTA,Gestores de residuos,15,Tratamiento y eliminación de desechos peligrosos,E3822,Tratamiento y eliminación de desechos peligrosos,E382200,Antofagasta,Antofagasta,Antofagasta,2101,-24.25935832,-70.03564303,Destinatario Final,,1,0.304,1.0,Eliminación,,,33,Depósito de Seguridad, Metales mezclados,17 04 07 | Metales mezclados,17,17 | Residuos de la construcción y demolición,4,04 | Metales (incluidas sus aleaciones),,,,,,,df-sinader-2021-ckan.csv,False
2021,,2289604,HIDRONOR CHILE S.A,96607990-8,PLANTA ANTOFAGASTA,Gestores de residuos,15,Tratamiento y eliminación de desechos peligrosos,E3822,Tratamiento y eliminación de desechos peligrosos,E382200,Antofagasta,Antofagasta,Antofagasta,2101,-24.25935832,-70.03564303,Destinatario Final,,1,139.68,1.0,Eliminación,,,33,Depósito de Seguridad, Tierra y piedras distintas de las especificadas en el código 17 05 03,17 05 04 | Tierra y piedras distintas de las especificadas en el código 17 05 03,17,17 | Residuos de la construcción y demolición,5,"05 | Tierra (excluida la excavada de zonas contaminadas), piedras y lodos de drenaje",,,,,,,df-sinader-2021-ckan.csv,False
2021,,5466083,COMERCIAL E INDUSTRIAL ALBROMET LTDA,78714530-2,COMERCIAL E INDUSTRIAL ALBROMET LTDA,Otras industrias manufactureras,10,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Metropolitana de Santiago,Santiago,Pudahuel,13124,-33.38366877,-70.81657655,Destinatario Final,,1,0.875,2.0,Valorización,,,20,Reciclaje de metales, Residuos no especificados en otra categoría,10 02 99 | Residuos no especificados en otra categoría,10,10 | Residuos de procesos térmicos,2,02 | Residuos de la industria del hierro y del acero,,,,,,,df-sinader-2021-ckan.csv,False
2021,,2289604,HIDRONOR CHILE S.A,96607990-8,PLANTA ANTOFAGASTA,Gestores de residuos,15,Tratamiento y eliminación de desechos peligrosos,E3822,Tratamiento y eliminación de desechos peligrosos,E382200,Antofagasta,Antofagasta,Antofagasta,2101,-24.25935832,-70.03564303,Destinatario Final,,1,10.07,1.0,Eliminación,,,33,Depósito de Seguridad, Madera distinta de la especificada en el código 20 01 37,20 01 38 | Madera distinta de la especificada en el código 20 01 37,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2021-ckan.csv,False
2021,,2289604,HIDRONOR CHILE S.A,96607990-8,PLANTA ANTOFAGASTA,Gestores de residuos,15,Tratamiento y eliminación de desechos peligrosos,E3822,Tratamiento y eliminación de desechos peligrosos,E382200,Antofagasta,Antofagasta,Antofagasta,2101,-24.25935832,-70.03564303,Destinatario Final,,1,1583.34,1.0,Eliminación,,,33,Depósito de Seguridad," Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",17,17 | Residuos de la construcción y demolición,9,09 | Otros residuos de construcción y demolición,,,,,,,df-sinader-2021-ckan.csv,False
2021,,2289604,HIDRONOR CHILE S.A,96607990-8,PLANTA ANTOFAGASTA,Gestores de residuos,15,Tratamiento y eliminación de desechos peligrosos,E3822,Tratamiento y eliminación de desechos peligrosos,E382200,Antofagasta,Antofagasta,Antofagasta,2101,-24.25935832,-70.03564303,Destinatario Final,,1,25.1,1.0,Eliminación,,,33,Depósito de Seguridad, Residuos voluminosos (incluidos muebles),20 03 07 | Residuos voluminosos (incluidos muebles),20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2021-ckan.csv,False
2021,,2289604,HIDRONOR CHILE S.A,96607990-8,PLANTA ANTOFAGASTA,Gestores de residuos,15,Tratamiento y eliminación de desechos peligrosos,E3822,Tratamiento y eliminación de desechos peligrosos,E382200,Antofagasta,Antofagasta,Antofagasta,2101,-24.25935832,-70.03564303,Destinatario Final,,1,24.205,1.0,Eliminación,,,33,Depósito de Seguridad, Papel y cartón,20 01 01 | Papel y cartón,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2021-ckan.csv,False
